x: 11011100 220  y: 11011100 250
x: 00111100 60  y: 00111100 8
x: 10101101 173  y: 10101101 255
x: 10010001 145  y: 10010001 41
x: 00011110 30  y: 00011110 182
x: 10000101 133  y: 10000101 190
x: 00001010 10  y: 00001010 107
x: 10101010 170  y: 10101010 245
x: 01111000 120  y: 01111000 86
x: 11010100 212  y: 11010100 183
x: 00110001 49  y: 00110001 207
x: 01100100 100  y: 01100100 144
x: 11001110 206  y: 11001110 255
x: 00101111 47  y: 00101111 160
x: 11010110 214  y: 11010110 128
x: 11101011 235  y: 11101011 125
x: 10011110 158  y: 10011110 153
x: 00101101 45  y: 00101101 3
x: 11110011 243  y: 11110011 228
x: 01111001 121  y: 01111001 181
x: 11101001 233  y: 11101001 120
x: 01110100 116  y: 01110100 141
x: 01000110 70  y: 01000110 64
x: 11010001 209  y: 11010001 91
x: 01101111 111  y: 01101111 124
x: 11011110 222  y: 11011110 51
x: 00001100 12  y: 00001100 159
x: 00001100 12  y: 00001100 35
x: 00101101 45  y: 00101101 127
x: 10011011 155  y: 10011011 233
x: 11011110 222  y: 11011110 188
x: 00001101 13  y: 00001101 154
x: 11010100 212  y: 11010100 105
x: 10100000 160  y: 10100000 100
x: 01110110 118  y: 01110110 32
x: 00101010 42  y: 00101010 47
x: 00001100 12  y: 00001100 72
x: 01011010 90  y: 01011010 181
x: 00001010 10  y: 00001010 12
x: 11100011 227  y: 11100011 235
x: 00110010 50  y: 00110010 168
x: 00011101 29  y: 00011101 156
x: 10111001 185  y: 10111001 241
x: 00011011 27  y: 00011011 225
x: 00001010 10  y: 00001010 124
x: 10001011 139  y: 10001011 194
x: 10101111 175  y: 10101111 48
x: 00100010 34  y: 00100010 61
x: 00000110 6  y: 00000110 61
x: 11011101 221  y: 11011101 76
x: 00111101 61  y: 00111101 120
x: 01000011 67  y: 01000011 38
x: 01100010 98  y: 01100010 239
x: 11000000 192  y: 11000000 143
x: 00010000 16  y: 00010000 16
x: 10011000 152  y: 10011000 159
x: 00100110 38  y: 00100110 37
x: 10010010 146  y: 10010010 107
x: 01011100 92  y: 01011100 65
x: 01011000 88  y: 01011000 19
x: 11011010 218  y: 11011010 3
x: 00110011 51  y: 00110011 209
x: 01011101 93  y: 01011101 71
x: 10101011 171  y: 10101011 193
x: 11001001 201  y: 11001001 5
x: 11001101 205  y: 11001101 84
x: 00111110 62  y: 00111110 3
x: 00101110 46  y: 00101110 252
x: 01100011 99  y: 01100011 136
x: 01011000 88  y: 01011000 169
x: 11111100 252  y: 11111100 21
x: 00100110 38  y: 00100110 47
x: 00010101 21  y: 00010101 61
x: 11000011 195  y: 11000011 234
x: 11000100 196  y: 11000100 39
x: 00110010 50  y: 00110010 85
x: 10010100 148  y: 10010100 211
x: 01111011 123  y: 01111011 146
x: 10100110 166  y: 10100110 64
x: 10100000 160  y: 10100000 97
x: 00000000 0  y: 00000000 95
x: 01111111 127  y: 01111111 197
x: 11110011 243  y: 11110011 108
x: 10010100 148  y: 10010100 85
x: 00110101 53  y: 00110101 48
x: 00011010 26  y: 00011010 246
x: 11000000 192  y: 11000000 87
x: 01100000 96  y: 01100000 13
x: 00000010 2  y: 00000010 246
x: 00101110 46  y: 00101110 207
x: 11000000 192  y: 11000000 231
x: 00010000 16  y: 00010000 19
x: 11100101 229  y: 11100101 59
x: 11011010 218  y: 11011010 138
x: 01100001 97  y: 01100001 244
x: 11100100 228  y: 11100100 249
x: 00001101 13  y: 00001101 104
x: 11000001 193  y: 11000001 0
x: 10011101 157  y: 10011101 211
x: 00011111 31  y: 00011111 103
x: 00001010 10  y: 00001010 21
x: 00000011 3  y: 00000011 139
x: 00111110 62  y: 00111110 148
x: 11001011 203  y: 11001011 44
x: 11100101 229  y: 11100101 27
x: 11100101 229  y: 11100101 164
x: 01010101 85  y: 01010101 58
x: 01110100 116  y: 01110100 122
x: 11001110 206  y: 11001110 65
x: 01001111 79  y: 01001111 163
x: 10001001 137  y: 10001001 165
x: 10110010 178  y: 10110010 73
x: 00001010 10  y: 00001010 202
x: 11001101 205  y: 11001101 210
x: 11001000 200  y: 11001000 254
x: 00111000 56  y: 00111000 60
x: 10010001 145  y: 10010001 25
x: 00001100 12  y: 00001100 183
x: 10110011 179  y: 10110011 13
x: 10100101 165  y: 10100101 229
x: 00001010 10  y: 00001010 17
x: 10001001 137  y: 10001001 16
x: 01000101 69  y: 01000101 120
x: 10000111 135  y: 10000111 139
x: 10010100 148  y: 10010100 159
x: 11110000 240  y: 11110000 33
x: 11100110 230  y: 11100110 51
x: 01111010 122  y: 01111010 214
x: 01101001 105  y: 01101001 53
x: 00101110 46  y: 00101110 39
x: 11101111 239  y: 11101111 164
x: 01010111 87  y: 01010111 147
x: 01000111 71  y: 01000111 34
x: 01101111 111  y: 01101111 242
x: 00010000 16  y: 00010000 199
x: 11011000 216  y: 11011000 144
x: 00011000 24  y: 00011000 22
x: 11100011 227  y: 11100011 255
x: 00101110 46  y: 00101110 165
x: 01001100 76  y: 01001100 4
x: 11110101 245  y: 11110101 233
x: 11111011 251  y: 11111011 83
x: 11111100 252  y: 11111100 129
x: 11001001 201  y: 11001001 253
x: 10110011 179  y: 10110011 249
x: 01001110 78  y: 01001110 65
x: 11101101 237  y: 11101101 117
x: 11001000 200  y: 11001000 8
x: 11110000 240  y: 11110000 152
x: 01001011 75  y: 01001011 197
x: 01111010 122  y: 01111010 40
x: 10100101 165  y: 10100101 236
x: 11110010 242  y: 11110010 139
x: 00000111 7  y: 00000111 91
x: 00011110 30  y: 00011110 34
x: 11000011 195  y: 11000011 165
x: 11111010 250  y: 11111010 57
x: 10100000 160  y: 10100000 207
x: 00001100 12  y: 00001100 212
x: 10001110 142  y: 10001110 163
x: 10110100 180  y: 10110100 223
x: 00111110 62  y: 00111110 87
x: 01100110 102  y: 01100110 27
x: 10110110 182  y: 10110110 30
x: 10111101 189  y: 10111101 184
x: 11001110 206  y: 11001110 163
x: 01011000 88  y: 01011000 246
x: 01100101 101  y: 01100101 188
x: 00100000 32  y: 00100000 122
x: 00000011 3  y: 00000011 187
x: 10110001 177  y: 10110001 61
x: 00101111 47  y: 00101111 163
x: 11111101 253  y: 11111101 220
x: 10001101 141  y: 10001101 152
x: 11000111 199  y: 11000111 207
x: 00110010 50  y: 00110010 233
x: 01000111 71  y: 01000111 18
x: 01111110 126  y: 01111110 177
x: 00100000 32  y: 00100000 102
x: 10000000 128  y: 10000000 161
x: 00000001 1  y: 00000001 103
x: 00000010 2  y: 00000010 142
x: 01011101 93  y: 01011101 204
x: 00011111 31  y: 00011111 209
x: 01011100 92  y: 01011100 6
x: 10110111 183  y: 10110111 77
x: 01001011 75  y: 01001011 78
x: 00010000 16  y: 00010000 136
x: 10100110 166  y: 10100110 157
x: 11100110 230  y: 11100110 121
x: 10101001 169  y: 10101001 131
x: 11110100 244  y: 11110100 39
x: 00111110 62  y: 00111110 38
x: 00010011 19  y: 00010011 16
x: 11011000 216  y: 11011000 157
x: 00110111 55  y: 00110111 173
x: 00110000 48  y: 00110000 225
x: 10110101 181  y: 10110101 192
x: 00110001 49  y: 00110001 127
x: 10100100 164  y: 10100100 175
x: 10100101 165  y: 10100101 147
x: 10100100 164  y: 10100100 216
x: 10000101 133  y: 10000101 84
x: 01000011 67  y: 01000011 14
x: 10100000 160  y: 10100000 156
x: 01010000 80  y: 01010000 175
x: 00001110 14  y: 00001110 156
x: 00011001 25  y: 00011001 30
x: 01001000 72  y: 01001000 170
x: 10110101 181  y: 10110101 72
x: 11101110 238  y: 11101110 164
x: 10010001 145  y: 10010001 69
x: 01000101 69  y: 01000101 117
x: 00011011 27  y: 00011011 38
x: 10101010 170  y: 10101010 232
x: 01111100 124  y: 01111100 140
x: 01111011 123  y: 01111011 26
x: 01100001 97  y: 01100001 228
x: 00011000 24  y: 00011000 167
x: 00101101 45  y: 00101101 242
x: 00111001 57  y: 00111001 235
x: 10011110 158  y: 10011110 141
x: 10001100 140  y: 10001100 147
x: 11011011 219  y: 11011011 77
x: 00110110 54  y: 00110110 79
x: 00010111 23  y: 00010111 253
x: 11111011 251  y: 11111011 29
x: 11110000 240  y: 11110000 138
x: 10011011 155  y: 10011011 166
x: 10011010 154  y: 10011010 113
x: 11010110 214  y: 11010110 31
x: 10001011 139  y: 10001011 124
x: 10101011 171  y: 10101011 19
x: 01100101 101  y: 01100101 99
x: 10110110 182  y: 10110110 46
x: 01010101 85  y: 01010101 219
x: 01011110 94  y: 01011110 136
x: 10101000 168  y: 10101000 25
x: 01111001 121  y: 01111001 121
x: 11101101 237  y: 11101101 239
x: 11111101 253  y: 11111101 248
x: 00101101 45  y: 00101101 87
x: 10100101 165  y: 10100101 143
x: 10101110 174  y: 10101110 74
x: 01010101 85  y: 01010101 227
x: 11011101 221  y: 11011101 213
x: 01010001 81  y: 01010001 147
x: 00001001 9  y: 00001001 250
x: 00110100 52  y: 00110100 38
x: 10011101 157  y: 10011101 206
x: 10011101 157  y: 10011101 163
x: 01011110 94  y: 01011110 117
x: 00000000 0  y: 00000000 114
x: 01110001 113  y: 01110001 153
x: 00001110 14  y: 00001110 245
x: 10001100 140  y: 10001100 71
x: 00111011 59  y: 00111011 150
x: 11111100 252  y: 11111100 116
x: 10000110 134  y: 10000110 64
x: 00011000 24  y: 00011000 170
x: 11001000 200  y: 11001000 131
x: 00101101 45  y: 00101101 200
x: 10011000 152  y: 10011000 100
x: 00010100 20  y: 00010100 38
x: 00010111 23  y: 00010111 160
x: 11101010 234  y: 11101010 45
x: 01010010 82  y: 01010010 28
x: 10110100 180  y: 10110100 218
x: 11001101 205  y: 11001101 227
x: 01101111 111  y: 01101111 117
x: 01100011 99  y: 01100011 168
x: 01010011 83  y: 01010011 246
x: 01111011 123  y: 01111011 144
x: 11100101 229  y: 11100101 137
x: 01101100 108  y: 01101100 131
x: 10111000 184  y: 10111000 133
x: 00010111 23  y: 00010111 220
x: 00111000 56  y: 00111000 32
x: 10101000 168  y: 10101000 94
x: 00101111 47  y: 00101111 183
x: 10101110 174  y: 10101110 164
x: 11011010 218  y: 11011010 217
x: 10100010 162  y: 10100010 106
x: 00001001 9  y: 00001001 223
x: 01111100 124  y: 01111100 253
x: 10101010 170  y: 10101010 251
x: 10001111 143  y: 10001111 211
x: 00000101 5  y: 00000101 54
x: 11101000 232  y: 11101000 250
x: 10111100 188  y: 10111100 196
x: 10000111 135  y: 10000111 234
x: 00110101 53  y: 00110101 118
x: 01001100 76  y: 01001100 140
x: 11111010 250  y: 11111010 139
x: 10010100 148  y: 10010100 162
x: 11000100 196  y: 11000100 179
x: 11011100 220  y: 11011100 252
x: 01110011 115  y: 01110011 210
x: 11100111 231  y: 11100111 144
x: 01010001 81  y: 01010001 112
x: 11001000 200  y: 11001000 42
x: 01000101 69  y: 01000101 236
x: 10110101 181  y: 10110101 229
x: 01001110 78  y: 01001110 53
x: 01000011 67  y: 01000011 135
x: 01100101 101  y: 01100101 116
x: 01011010 90  y: 01011010 1
x: 00110011 51  y: 00110011 109
x: 01000111 71  y: 01000111 232
x: 10010010 146  y: 10010010 80
x: 01100110 102  y: 01100110 228
x: 01000111 71  y: 01000111 74
x: 10001000 136  y: 10001000 204
x: 10100000 160  y: 10100000 27
x: 01101011 107  y: 01101011 73
x: 10001000 136  y: 10001000 41
x: 10011010 154  y: 10011010 229
x: 11011101 221  y: 11011101 132
x: 10010100 148  y: 10010100 207
x: 10110011 179  y: 10110011 58
x: 10000100 132  y: 10000100 75
x: 01011010 90  y: 01011010 126
x: 10011001 153  y: 10011001 34
x: 11110100 244  y: 11110100 116
x: 01100100 100  y: 01100100 43
x: 10010010 146  y: 10010010 158
x: 00001011 11  y: 00001011 93
x: 10110111 183  y: 10110111 124
x: 11110111 247  y: 11110111 209
x: 10010001 145  y: 10010001 76
x: 00110110 54  y: 00110110 81
x: 01001011 75  y: 01001011 160
x: 10110011 179  y: 10110011 75
x: 11010010 210  y: 11010010 98
x: 10111110 190  y: 10111110 113
x: 11010010 210  y: 11010010 8
x: 01011110 94  y: 01011110 123
x: 01101001 105  y: 01101001 212
x: 00001101 13  y: 00001101 18
x: 00000011 3  y: 00000011 167
x: 00001111 15  y: 00001111 41
x: 01100111 103  y: 01100111 2
x: 11111110 254  y: 11111110 248
x: 11100010 226  y: 11100010 93
x: 01100110 102  y: 01100110 158
x: 00110001 49  y: 00110001 80
x: 10010010 146  y: 10010010 18
x: 00010100 20  y: 00010100 179
x: 10100101 165  y: 10100101 96
x: 01010001 81  y: 01010001 131
x: 10000010 130  y: 10000010 43
x: 00010111 23  y: 00010111 91
x: 11101011 235  y: 11101011 235
x: 11110101 245  y: 11110101 205
x: 00011110 30  y: 00011110 163
x: 10110010 178  y: 10110010 39
x: 10001100 140  y: 10001100 85
x: 11010110 214  y: 11010110 63
x: 11101101 237  y: 11101101 215
x: 00111010 58  y: 00111010 50
x: 11010100 212  y: 11010100 66
x: 10010000 144  y: 10010000 240
x: 10000011 131  y: 10000011 76
x: 10011001 153  y: 10011001 85
x: 00111101 61  y: 00111101 26
x: 00111000 56  y: 00111000 201
x: 00100100 36  y: 00100100 237
x: 00111000 56  y: 00111000 212
x: 10101110 174  y: 10101110 227
x: 10110110 182  y: 10110110 12
x: 10100111 167  y: 10100111 118
x: 01100100 100  y: 01100100 85
x: 00001010 10  y: 00001010 91
x: 11010110 214  y: 11010110 83
x: 10110010 178  y: 10110010 212
x: 11011100 220  y: 11011100 68
x: 11110110 246  y: 11110110 97
x: 11101010 234  y: 11101010 175
x: 00000111 7  y: 00000111 122
x: 11000000 192  y: 11000000 204
x: 11101010 234  y: 11101010 24
x: 01010000 80  y: 01010000 54
x: 11101100 236  y: 11101100 6
x: 10000000 128  y: 10000000 89
x: 00110001 49  y: 00110001 105
x: 11100011 227  y: 11100011 179
x: 11001110 206  y: 11001110 69
x: 10011001 153  y: 10011001 225
x: 01010101 85  y: 01010101 46
x: 10100001 161  y: 10100001 12
x: 01111011 123  y: 01111011 68
x: 01110011 115  y: 01110011 163
x: 11000000 192  y: 11000000 12
x: 11011000 216  y: 11011000 218
x: 10011101 157  y: 10011101 60
x: 11111010 250  y: 11111010 219
x: 01011011 91  y: 01011011 209
x: 01011100 92  y: 01011100 113
x: 10001110 142  y: 10001110 195
x: 00011000 24  y: 00011000 194
x: 01110111 119  y: 01110111 127
x: 10110100 180  y: 10110100 56
x: 11000101 197  y: 11000101 221
x: 01110111 119  y: 01110111 217
x: 10011010 154  y: 10011010 0
x: 10111111 191  y: 10111111 155
x: 10011000 152  y: 10011000 160
x: 11011110 222  y: 11011110 41
x: 11010110 214  y: 11010110 248
x: 10010111 151  y: 10010111 53
x: 01000000 64  y: 01000000 148
x: 00001010 10  y: 00001010 45
x: 01101101 109  y: 01101101 30
x: 00101010 42  y: 00101010 49
x: 11111010 250  y: 11111010 62
x: 01000010 66  y: 01000010 210
x: 01000000 64  y: 01000000 64
x: 10111011 187  y: 10111011 238
x: 10101100 172  y: 10101100 43
x: 01001001 73  y: 01001001 101
x: 11101101 237  y: 11101101 124
x: 11111100 252  y: 11111100 62
x: 10101001 169  y: 10101001 90
x: 01011011 91  y: 01011011 243
x: 11111010 250  y: 11111010 161
x: 00110110 54  y: 00110110 87
x: 11000110 198  y: 11000110 142
x: 01110000 112  y: 01110000 61
x: 11111000 248  y: 11111000 36
x: 01011111 95  y: 01011111 34
x: 10110011 179  y: 10110011 83
x: 00110010 50  y: 00110010 224
x: 00101110 46  y: 00101110 33
x: 01111001 121  y: 01111001 87
x: 01001000 72  y: 01001000 73
x: 10001010 138  y: 10001010 53
x: 10001111 143  y: 10001111 54
x: 01100100 100  y: 01100100 108
x: 11010010 210  y: 11010010 120
x: 01000011 67  y: 01000011 185
x: 01101001 105  y: 01101001 230
x: 11000001 193  y: 11000001 84
x: 10001000 136  y: 10001000 162
x: 11111001 249  y: 11111001 187
x: 00001100 12  y: 00001100 250
x: 10000101 133  y: 10000101 167
x: 01110101 117  y: 01110101 74
x: 11011011 219  y: 11011011 178
x: 00000110 6  y: 00000110 81
x: 10000100 132  y: 10000100 78
x: 00000011 3  y: 00000011 15
x: 10111011 187  y: 10111011 12
x: 00100010 34  y: 00100010 97
x: 00001011 11  y: 00001011 172
x: 11110010 242  y: 11110010 108
x: 01000100 68  y: 01000100 225
x: 01001110 78  y: 01001110 37
x: 10001100 140  y: 10001100 217
x: 00100111 39  y: 00100111 1
x: 10001101 141  y: 10001101 178
x: 11000111 199  y: 11000111 194
x: 00110010 50  y: 00110010 186
x: 11100100 228  y: 11100100 50
x: 00101000 40  y: 00101000 132
x: 10001000 136  y: 10001000 185
x: 00100011 35  y: 00100011 15
x: 01011110 94  y: 01011110 42
x: 11010001 209  y: 11010001 219
x: 01001010 74  y: 01001010 230
x: 10101001 169  y: 10101001 163
x: 00010000 16  y: 00010000 166
x: 00111101 61  y: 00111101 122
x: 10100100 164  y: 10100100 245
x: 00001011 11  y: 00001011 171
x: 10111000 184  y: 10111000 236
x: 00101110 46  y: 00101110 224
x: 00011101 29  y: 00011101 30
x: 00001110 14  y: 00001110 18
x: 01101000 104  y: 01101000 4
x: 10010100 148  y: 10010100 110
x: 01011001 89  y: 01011001 59
x: 01101101 109  y: 01101101 80
x: 00111010 58  y: 00111010 231
x: 00101101 45  y: 00101101 80
x: 00101010 42  y: 00101010 12
x: 10010011 147  y: 10010011 132
x: 01011100 92  y: 01011100 131
x: 00101001 41  y: 00101001 154
x: 00101000 40  y: 00101000 32
x: 10111111 191  y: 10111111 78
x: 00110110 54  y: 00110110 205
x: 11000110 198  y: 11000110 17
x: 11110110 246  y: 11110110 131
x: 00010100 20  y: 00010100 26
x: 10100101 165  y: 10100101 157
x: 11000100 196  y: 11000100 116
x: 01000011 67  y: 01000011 35
x: 01000101 69  y: 01000101 28
x: 01000110 70  y: 01000110 172
x: 10110010 178  y: 10110010 121
x: 01001101 77  y: 01001101 57
x: 11100111 231  y: 11100111 8
x: 01111110 126  y: 01111110 208
x: 11001110 206  y: 11001110 168
x: 01100011 99  y: 01100011 75
x: 10001010 138  y: 10001010 254
x: 01110001 113  y: 01110001 128
x: 11011000 216  y: 11011000 240
x: 11100100 228  y: 11100100 148
x: 01100001 97  y: 01100001 179
x: 11101101 237  y: 11101101 167
x: 00011101 29  y: 00011101 8
x: 01001110 78  y: 01001110 169
x: 11111000 248  y: 11111000 127
x: 10011001 153  y: 10011001 140
x: 10001100 140  y: 10001100 182
x: 00101000 40  y: 00101000 249
x: 00010110 22  y: 00010110 201
x: 10000110 134  y: 10000110 102
x: 11101000 232  y: 11101000 131
x: 01010010 82  y: 01010010 139
x: 10001011 139  y: 10001011 99
x: 11100000 224  y: 11100000 178
x: 01100110 102  y: 01100110 49
x: 10011011 155  y: 10011011 53
x: 10011000 152  y: 10011000 195
x: 01011010 90  y: 01011010 168
x: 00101111 47  y: 00101111 71
x: 10000101 133  y: 10000101 180
x: 10001110 142  y: 10001110 248
x: 01111011 123  y: 01111011 10
x: 01110100 116  y: 01110100 134
x: 00011110 30  y: 00011110 4
x: 00101100 44  y: 00101100 111
x: 00000001 1  y: 00000001 73
x: 10010111 151  y: 10010111 70
x: 10100000 160  y: 10100000 140
x: 11001111 207  y: 11001111 164
x: 10111101 189  y: 10111101 83
x: 11110101 245  y: 11110101 114
x: 10100101 165  y: 10100101 158
x: 00101101 45  y: 00101101 157
x: 01111101 125  y: 01111101 105
x: 00101111 47  y: 00101111 50
x: 00111100 60  y: 00111100 219
x: 11010110 214  y: 11010110 197
x: 00000111 7  y: 00000111 63
x: 10111011 187  y: 10111011 87
x: 01110110 118  y: 01110110 224
x: 11000111 199  y: 11000111 178
x: 00010000 16  y: 00010000 38
x: 10110111 183  y: 10110111 179
x: 10101011 171  y: 10101011 215
x: 11000010 194  y: 11000010 223
x: 11100000 224  y: 11100000 175
x: 00011111 31  y: 00011111 138
x: 11000110 198  y: 11000110 226
x: 10011101 157  y: 10011101 100
x: 01101111 111  y: 01101111 212
x: 11001101 205  y: 11001101 254
x: 01000101 69  y: 01000101 175
x: 10111000 184  y: 10111000 98
x: 00010110 22  y: 00010110 200
x: 01000001 65  y: 01000001 117
x: 10010010 146  y: 10010010 212
x: 10001011 139  y: 10001011 57
x: 11110011 243  y: 11110011 160
x: 11100101 229  y: 11100101 98
x: 11001101 205  y: 11001101 100
x: 10110110 182  y: 10110110 19
x: 01010101 85  y: 01010101 145
x: 11110101 245  y: 11110101 25
x: 10010101 149  y: 10010101 218
x: 01101000 104  y: 01101000 132
x: 01100101 101  y: 01100101 225
x: 10100001 161  y: 10100001 169
x: 01110110 118  y: 01110110 127
x: 10110010 178  y: 10110010 98
x: 00110111 55  y: 00110111 124
x: 11010101 213  y: 11010101 87
x: 00110010 50  y: 00110010 78
x: 11010111 215  y: 11010111 22
x: 01011111 95  y: 01011111 2
x: 00010001 17  y: 00010001 243
x: 10110000 176  y: 10110000 116
x: 00010110 22  y: 00010110 91
x: 11101001 233  y: 11101001 107
x: 11110000 240  y: 11110000 115
x: 00010010 18  y: 00010010 93
x: 11101011 235  y: 11101011 210
x: 01010000 80  y: 01010000 198
x: 10101110 174  y: 10101110 12
x: 01101000 104  y: 01101000 130
x: 11111110 254  y: 11111110 52
x: 11100110 230  y: 11100110 38
x: 10001010 138  y: 10001010 111
x: 00100110 38  y: 00100110 158
x: 11011111 223  y: 11011111 186
x: 01010010 82  y: 01010010 10
x: 10010111 151  y: 10010111 153
x: 11000010 194  y: 11000010 235
x: 00110111 55  y: 00110111 1
x: 10001101 141  y: 10001101 171
x: 01101001 105  y: 01101001 58
x: 10010100 148  y: 10010100 108
x: 01100110 102  y: 01100110 139
x: 00111001 57  y: 00111001 43
x: 10110010 178  y: 10110010 207
x: 00011110 30  y: 00011110 126
x: 01111001 121  y: 01111001 28
x: 00010000 16  y: 00010000 51
x: 01010110 86  y: 01010110 3
x: 11110100 244  y: 11110100 31
x: 10100101 165  y: 10100101 106
x: 00000011 3  y: 00000011 146
x: 01100110 102  y: 01100110 3
x: 00101100 44  y: 00101100 223
x: 11011001 217  y: 11011001 172
x: 01001001 73  y: 01001001 178
x: 00000000 0  y: 00000000 96
x: 11011111 223  y: 11011111 223
x: 11010111 215  y: 11010111 164
x: 11110110 246  y: 11110110 126
x: 10111010 186  y: 10111010 252
x: 10101011 171  y: 10101011 46
x: 10001010 138  y: 10001010 65
x: 00010111 23  y: 00010111 161
x: 11011011 219  y: 11011011 52
x: 10001100 140  y: 10001100 55
x: 01110111 119  y: 01110111 79
x: 10011100 156  y: 10011100 202
x: 00011100 28  y: 00011100 244
x: 01110111 119  y: 01110111 26
x: 01011000 88  y: 01011000 140
x: 10010000 144  y: 10010000 105
x: 10101000 168  y: 10101000 97
x: 10011010 154  y: 10011010 64
x: 00110100 52  y: 00110100 252
x: 01011100 92  y: 01011100 70
x: 10011000 152  y: 10011000 69
x: 11101000 232  y: 11101000 137
x: 00010011 19  y: 00010011 209
x: 10101010 170  y: 10101010 35
x: 00100010 34  y: 00100010 58
x: 11101011 235  y: 11101011 183
x: 11111110 254  y: 11111110 171
x: 01101000 104  y: 01101000 76
x: 00010011 19  y: 00010011 1
x: 01010110 86  y: 01010110 131
x: 01001100 76  y: 01001100 203
x: 11111101 253  y: 11111101 204
x: 11111100 252  y: 11111100 129
x: 11101111 239  y: 11101111 196
x: 11001110 206  y: 11001110 49
x: 00000111 7  y: 00000111 184
x: 11110111 247  y: 11110111 252
x: 00011101 29  y: 00011101 211
x: 00011101 29  y: 00011101 61
x: 01111100 124  y: 01111100 168
x: 00001111 15  y: 00001111 228
x: 11010110 214  y: 11010110 159
x: 11100011 227  y: 11100011 65
x: 00100101 37  y: 00100101 178
x: 00110111 55  y: 00110111 80
x: 10010101 149  y: 10010101 137
x: 11111010 250  y: 11111010 241
x: 01000000 64  y: 01000000 64
x: 10010111 151  y: 10010111 121
x: 11100001 225  y: 11100001 168
x: 11010000 208  y: 11010000 37
x: 00010111 23  y: 00010111 132
x: 11111111 255  y: 11111111 220
x: 10011100 156  y: 10011100 177
x: 00001001 9  y: 00001001 184
x: 00100001 33  y: 00100001 203
x: 11001110 206  y: 11001110 84
x: 10100111 167  y: 10100111 20
x: 00111111 63  y: 00111111 110
x: 10111001 185  y: 10111001 24
x: 01001100 76  y: 01001100 178
x: 00110000 48  y: 00110000 185
x: 11000111 199  y: 11000111 195
x: 01111001 121  y: 01111001 246
x: 00001111 15  y: 00001111 49
x: 00010110 22  y: 00010110 156
x: 11000110 198  y: 11000110 83
x: 00000000 0  y: 00000000 102
x: 01100011 99  y: 01100011 137
x: 11011110 222  y: 11011110 172
x: 00111101 61  y: 00111101 154
x: 11101000 232  y: 11101000 66
x: 01100100 100  y: 01100100 34
x: 00001011 11  y: 00001011 63
x: 10111011 187  y: 10111011 8
x: 11110100 244  y: 11110100 39
x: 01010111 87  y: 01010111 232
x: 10000000 128  y: 10000000 244
x: 01101111 111  y: 01101111 126
x: 00111010 58  y: 00111010 93
x: 01100011 99  y: 01100011 247
x: 11101011 235  y: 11101011 122
x: 00010111 23  y: 00010111 177
x: 01100110 102  y: 01100110 23
x: 10011110 158  y: 10011110 143
x: 00100000 32  y: 00100000 231
x: 11111101 253  y: 11111101 133
x: 11110011 243  y: 11110011 43
x: 00010010 18  y: 00010010 99
x: 10110101 181  y: 10110101 118
x: 10101110 174  y: 10101110 173
x: 11110000 240  y: 11110000 99
x: 00001101 13  y: 00001101 216
x: 11001100 204  y: 11001100 207
x: 11010100 212  y: 11010100 104
x: 01001111 79  y: 01001111 163
x: 11101100 236  y: 11101100 97
x: 00110010 50  y: 00110010 51
x: 01010101 85  y: 01010101 206
x: 11110110 246  y: 11110110 130
x: 00001001 9  y: 00001001 13
x: 10101011 171  y: 10101011 114
x: 01001001 73  y: 01001001 65
x: 01011110 94  y: 01011110 45
x: 00110000 48  y: 00110000 112
x: 10011111 159  y: 10011111 158
x: 00100100 36  y: 00100100 99
x: 00111000 56  y: 00111000 85
x: 01001010 74  y: 01001010 248
x: 01101100 108  y: 01101100 17
x: 01011010 90  y: 01011010 57
x: 01111001 121  y: 01111001 128
x: 10111101 189  y: 10111101 244
x: 00111100 60  y: 00111100 19
x: 11010000 208  y: 11010000 145
x: 10111010 186  y: 10111010 8
x: 01101101 109  y: 01101101 221
x: 10100011 163  y: 10100011 86
x: 00111011 59  y: 00111011 10
x: 01001010 74  y: 01001010 80
x: 11000110 198  y: 11000110 252
x: 11100011 227  y: 11100011 78
x: 10101010 170  y: 10101010 54
x: 01101011 107  y: 01101011 104
x: 01111111 127  y: 01111111 166
x: 00011100 28  y: 00011100 56
x: 11110101 245  y: 11110101 149
x: 01110110 118  y: 01110110 58
x: 00010010 18  y: 00010010 96
x: 10110101 181  y: 10110101 240
x: 00100100 36  y: 00100100 199
x: 01011100 92  y: 01011100 36
x: 00110111 55  y: 00110111 87
x: 00000010 2  y: 00000010 227
x: 10110100 180  y: 10110100 165
x: 00110011 51  y: 00110011 70
x: 10000010 130  y: 10000010 16
x: 00110100 52  y: 00110100 199
x: 11101011 235  y: 11101011 32
x: 00010000 16  y: 00010000 64
x: 00100011 35  y: 00100011 74
x: 00001001 9  y: 00001001 150
x: 00100110 38  y: 00100110 0
x: 01111000 120  y: 01111000 171
x: 10011001 153  y: 10011001 50
x: 11011000 216  y: 11011000 91
x: 01010001 81  y: 01010001 165
x: 01011000 88  y: 01011000 241
x: 00000011 3  y: 00000011 199
x: 10110111 183  y: 10110111 189
x: 01111001 121  y: 01111001 131
x: 00101101 45  y: 00101101 231
x: 11000100 196  y: 11000100 168
x: 10001000 136  y: 10001000 158
x: 11111101 253  y: 11111101 49
x: 00111101 61  y: 00111101 170
x: 11000100 196  y: 11000100 238
x: 00011001 25  y: 00011001 99
